,PLAYER_ID,PCT_STL,PCT_BLK,DEF_WS,postupdefense Poss,postupdefense PPP,Defense UnderRim OPPFGPCT,Defense <5ft OPPFGPCT,Defense 5-9ft OPPFGPCT,Defense 10-14ft OPPFGPCT,Defense 15-19ft OPPFGPCT,Defense 20-24ft OPPFGPCT,Defense 25-29ft OPPFGPCT,Defense 30-34ft OPPFGPCT,Defense 35-39ft OPPFGPCT,Defense 40+ft OPPFGPCT
92,203501.0,15.4,2.4,7.6,0.6,0.75,0.787,0.646,0.371,0.412,0.426,0.402,0.374,0.395,0.5,0.0
93,203083.0,37.2,51.1,6.6000000000000005,0.7,1.0,0.683,0.598,0.388,0.424,0.347,0.37,0.375,0.182,0.0,0.0
94,1627745.0,16.3,45.5,0.7000000000000001,0.7,1.08,0.519,0.59,0.394,0.485,0.585,0.342,0.327,0.2,0.0,0.0
95,202355.0,10.6,64.7,6.0,0.9,0.71,0.551,0.567,0.406,0.393,0.438,0.37,0.347,0.231,0.5,0.0
96,201580.0,16.900000000000002,50.0,6.5,0.5,1.28,0.607,0.631,0.433,0.485,0.469,0.367,0.357,0.235,0.0,0.0
97,203516.0,16.2,16.900000000000002,4.8,0.2,1.27,0.712,0.587,0.371,0.461,0.391,0.433,0.326,0.538,0.333,0.0
98,201935.0,27.800000000000004,21.6,11.3,1.8,0.55,0.689,0.62,0.412,0.266,0.338,0.347,0.405,0.333,0.0,0.0
99,202685.0,11.600000000000001,38.6,9.0,0.9,0.98,0.684,0.634,0.377,0.375,0.394,0.357,0.359,0.263,0.0,0.0
100,1629006.0,22.7,16.0,5.800000000000001,0.3,0.59,0.627,0.618,0.452,0.472,0.382,0.416,0.367,0.25,0.333,0.0
101,1629134.0,18.2,9.0,8.4,0.3,0.88,0.594,0.606,0.357,0.361,0.4,0.321,0.308,0.308,0.25,0.0
102,1627739.0,34.1,16.0,11.3,0.7,1.12,0.74,0.648,0.435,0.414,0.409,0.386,0.362,0.316,0.333,0.0
103,2544.0,19.1,10.6,15.4,0.3,0.43,0.0,0.8,0.25,0.0,0.0,0.286,0.167,,0.0,
104,203090.0,25.8,20.0,7.3,0.5,1.13,0.414,0.515,0.276,0.429,0.408,0.245,0.354,0.0,0.0,0.0
105,1629011.0,23.599999999999998,62.6,6.800000000000001,0.9,1.06,0.627,0.623,0.464,0.451,0.431,0.406,0.378,0.364,0.0,0.1
106,200752.0,15.1,18.5,7.1,0.5,0.63,0.78,0.648,0.413,0.393,0.444,0.37,0.386,0.222,0.5,0.0
107,1627853.0,14.000000000000002,3.8,6.5,0.4,0.6,0.718,0.634,0.404,0.469,0.382,0.387,0.356,0.333,1.0,0.0
108,1628400.0,14.099999999999998,4.5,5.5,0.5,1.2,0.648,0.576,0.415,0.328,0.411,0.399,0.36,0.25,0.0,0.0
109,203552.0,20.5,5.4,6.0,0.5,1.15,0.516,0.609,0.365,0.44,0.397,0.34,0.331,0.571,0.0,0.0
110,202083.0,14.7,4.9,14.899999999999999,0.4,0.53,0.546,0.596,0.422,0.397,0.421,0.434,0.368,0.273,0.0,0.0
111,201143.0,15.5,29.799999999999997,10.8,0.9,1.0,0.737,0.622,0.373,0.437,0.438,0.447,0.349,0.211,0.2,0.0
112,1627936.0,31.4,12.1,9.8,0.5,0.52,0.673,0.603,0.486,0.333,0.447,0.352,0.381,0.0,0.0,0.0
113,203085.0,17.299999999999997,6.7,5.8999999999999995,0.5,1.08,0.625,0.615,0.3,0.4,0.364,0.292,0.517,0.0,0.0,0.0
114,203469.0,22.1,26.6,3.5999999999999996,0.7,0.81,0.536,0.615,0.406,0.37,0.386,0.338,0.362,0.333,0.0,0.0
115,1627749.0,40.699999999999996,9.0,4.1000000000000005,0.5,0.96,0.707,0.616,0.414,0.476,0.45,0.423,0.372,0.091,0.0,0.0
116,1629672.0,11.600000000000001,9.1,3.8,0.4,0.91,0.671,0.608,0.428,0.407,0.424,0.372,0.34,0.5,0.0,0.0
117,101141.0,15.7,15.6,6.4,0.4,1.05,0.667,0.588,0.398,0.393,0.407,0.32,0.329,0.32,0.0,0.0
118,203922.0,17.599999999999998,9.2,3.9,0.7,0.97,0.711,0.619,0.403,0.5,0.421,0.395,0.378,0.143,0.0,0.0
119,200755.0,7.9,6.2,4.8,0.3,0.93,0.729,0.613,0.381,0.364,0.259,0.335,0.346,0.333,0.0,0.0
120,1628369.0,23.0,20.9,15.6,0.5,0.96,0.611,0.61,0.388,0.44,0.317,0.391,0.279,1.0,0.0,0.0
121,200746.0,15.0,52.400000000000006,5.2,1.0,1.06,0.623,0.587,0.405,0.432,0.432,0.381,0.345,0.167,0.0,0.25
122,1627737.0,20.5,50.4,3.4000000000000004,0.5,1.09,0.699,0.636,0.429,0.371,0.395,0.347,0.35,0.364,0.333,0.143
123,1628964.0,15.1,58.099999999999994,6.5,0.5,0.54,0.71,0.643,0.37,0.478,0.399,0.419,0.354,0.421,0.0,0.0
124,1626192.0,15.5,21.7,8.3,0.0,0.0,0.833,0.679,0.545,0.211,0.375,0.41,0.268,0.333,0.0,0.0
125,201577.0,7.5,45.0,6.800000000000001,0.4,0.9,0.665,0.616,0.395,0.352,0.423,0.423,0.352,0.294,0.167,0.0
126,203503.0,12.6,10.299999999999999,6.1,0.3,1.25,0.661,0.612,0.442,0.438,0.421,0.396,0.362,0.381,0.0,0.0
127,1629027.0,19.8,3.5999999999999996,2.9000000000000004,0.9,0.8,1.0,0.627,0.538,0.4,0.5,0.333,0.235,0.0,0.0,0.0
128,202684.0,15.0,51.5,3.2,1.2,0.79,1.0,0.75,0.0,0.0,0.0,0.4,0.0,,,0.0
129,1628972.0,27.900000000000002,4.5,3.9,0.5,1.31,0.683,0.628,0.45,0.434,0.434,0.363,0.366,0.167,0.4,0.053
130,1626161.0,24.9,46.9,6.7,0.7,0.68,0.5,0.647,0.667,0.2,0.0,0.286,0.3,,,0.0
131,203932.0,16.2,18.3,8.799999999999999,0.6,0.79,0.5,0.599,0.407,0.35,0.447,0.38,0.395,0.333,0.0,0.0
132,1628988.0,22.8,9.0,8.6,0.4,0.67,0.639,0.6,0.405,0.439,0.419,0.393,0.331,0.167,0.25,0.333
133,202692.0,21.8,9.9,7.199999999999999,0.3,0.8,0.714,0.624,0.6,0.455,0.214,0.321,0.343,0.333,0.0,0.0
134,1628978.0,33.1,10.9,13.200000000000001,0.2,0.73,0.596,0.598,0.409,0.428,0.399,0.333,0.349,0.467,0.5,0.0
135,1628373.0,28.1,15.0,6.2,0.4,0.89,0.649,0.624,0.369,0.45,0.478,0.361,0.347,0.333,0.167,0.0
136,1628382.0,11.4,10.0,3.3000000000000003,0.6,0.9,0.609,0.75,0.176,0.286,0.5,0.559,0.313,0.0,0.0,0.0
137,203086.0,8.3,18.8,7.7,0.7,0.97,0.61,0.537,0.392,0.336,0.42,0.345,0.348,0.333,0.0,0.0
138,1629016.0,22.6,27.900000000000002,4.7,0.4,1.14,0.605,0.604,0.388,0.422,0.397,0.36,0.326,0.632,0.2,0.0
139,203500.0,21.0,44.4,9.6,0.7,1.21,0.74,0.589,0.362,0.398,0.427,0.325,0.332,0.419,0.333,0.0
140,1713.0,18.4,27.200000000000003,3.6999999999999997,0.4,1.26,0.75,0.615,0.302,0.386,0.378,0.291,0.411,0.75,0.0,0.0
141,1629629.0,25.6,15.7,4.5,0.5,1.38,0.544,0.619,0.336,0.448,0.449,0.422,0.373,0.304,0.0,0.0
142,1628464.0,13.4,43.3,10.5,1.0,1.2,0.569,0.672,0.385,0.296,0.333,0.382,0.399,0.0,0.0,0.0
143,1627863.0,20.5,15.299999999999999,9.1,0.8,0.94,0.722,0.645,0.395,0.336,0.351,0.342,0.355,0.3,0.0,0.111
144,203967.0,15.9,12.9,5.0,0.8,0.8,0.5,0.5,0.0,0.0,1.0,0.714,0.333,0.0,,0.0
145,202066.0,22.5,18.0,9.8,0.2,1.46,0.702,0.658,0.371,0.463,0.373,0.33,0.327,0.2,0.0,0.143
146,1627777.0,15.1,7.3999999999999995,4.6,0.0,0.0,0.637,0.627,0.428,0.408,0.421,0.403,0.324,0.385,0.4,0.0
147,203507.0,20.7,25.0,19.5,0.5,0.6,0.59,0.595,0.447,0.442,0.351,0.356,0.32,0.778,0.0,0.0
148,1629067.0,19.400000000000002,19.5,6.7,0.0,0.0,0.609,0.587,0.271,0.354,0.409,0.382,0.363,0.5,0.0,0.0
149,1629630.0,18.8,7.9,9.700000000000001,0.5,0.96,0.675,0.613,0.421,0.39,0.436,0.38,0.343,0.0,0.0,0.0
150,203109.0,23.3,11.700000000000001,6.1,0.3,0.92,0.695,0.655,0.418,0.42,0.368,0.368,0.443,0.333,0.0,0.0
151,201952.0,18.6,12.0,3.8,0.6,1.4,0.68,0.593,0.411,0.508,0.408,0.373,0.321,0.375,1.0,0.0
152,1629673.0,15.7,9.9,5.8999999999999995,0.0,0.0,0.654,0.612,0.422,0.432,0.341,0.411,0.379,0.2,1.0,0.0
153,1628404.0,23.200000000000003,14.499999999999998,6.1,0.8,1.14,0.8,0.619,0.397,0.351,0.408,0.378,0.368,0.0,0.0,0.0
154,203482.0,21.8,19.7,5.7,0.4,1.0,0.661,0.598,0.398,0.453,0.416,0.394,0.338,0.4,0.0,0.0
155,203937.0,25.7,23.9,7.7,0.2,0.91,0.63,0.634,0.429,0.392,0.427,0.391,0.288,0.273,0.0,0.111
156,203524.0,22.3,9.700000000000001,4.6,0.4,0.86,0.632,0.515,0.404,0.399,0.42,0.385,0.341,0.429,0.0,0.0
157,203115.0,18.2,15.9,11.5,0.6,0.9,0.692,0.649,0.372,0.364,0.44,0.38,0.341,0.5,0.0,0.0
158,1629634.0,15.299999999999999,31.2,7.5,0.5,1.27,0.0,0.429,0.5,0.75,0.667,0.2,0.4,,,0.0
159,1627742.0,18.5,16.6,7.6,0.8,1.0,0.654,0.651,0.354,0.372,0.417,0.445,0.381,0.5,0.667,0.091
160,1628449.0,16.7,52.6,5.8999999999999995,0.4,1.19,0.551,0.547,0.455,0.354,0.434,0.391,0.384,0.25,0.0,0.0
161,201568.0,14.399999999999999,3.1,6.6000000000000005,0.7,1.06,0.733,0.616,0.407,0.428,0.481,0.418,0.377,0.2,0.0,0.0
162,203476.0,26.0,39.300000000000004,8.0,0.6,1.0,0.676,0.57,0.349,0.471,0.55,0.31,0.311,0.0,0.0,0.0
163,203114.0,18.099999999999998,3.1,15.9,0.3,1.23,0.683,0.602,0.453,0.459,0.313,0.402,0.347,0.5,0.0,0.0
164,2594.0,20.5,9.8,7.6,0.0,0.0,0.636,0.635,0.46,0.455,0.354,0.381,0.344,0.2,0.0,0.0
165,1628366.0,27.800000000000004,16.6,8.1,0.9,1.07,0.5,0.551,0.292,0.333,0.421,0.381,0.288,0.0,0.0,0.0
166,201158.0,9.8,0.8999999999999999,4.5,0.3,0.67,0.723,0.606,0.374,0.377,0.428,0.397,0.381,0.188,0.25,0.0
167,1629680.0,36.6,30.099999999999998,8.1,0.0,0.0,0.753,0.577,0.379,0.41,0.364,0.358,0.349,0.217,0.333,0.0
168,1629023.0,21.2,30.099999999999998,7.8,1.1,1.2,0.573,0.619,0.42,0.39,0.419,0.333,0.35,0.357,0.0,0.0
169,201937.0,29.2,6.4,9.700000000000001,0.6,0.82,1.0,0.526,0.2,0.2,0.333,0.3,0.509,0.0,0.0,0.0
170,1629004.0,19.2,3.5999999999999996,6.5,0.3,1.43,0.678,0.604,0.352,0.405,0.424,0.343,0.348,0.375,0.0,0.0
171,203076.0,22.8,47.0,12.7,0.5,0.44,0.643,0.633,0.389,0.167,0.513,0.302,0.361,0.0,0.0,0.0
172,203078.0,21.8,13.3,1.2,0.6,0.81,0.64,0.62,0.455,0.413,0.338,0.368,0.327,0.25,0.0,0.0
173,202339.0,24.2,11.600000000000001,14.7,0.0,0.0,0.693,0.652,0.386,0.398,0.373,0.332,0.338,0.0,0.5,0.0
174,203914.0,24.6,9.3,10.9,0.4,0.9,0.66,0.677,0.413,0.455,0.367,0.429,0.359,0.333,0.0,0.0
175,203210.0,16.5,19.5,8.200000000000001,0.3,1.33,0.614,0.573,0.418,0.406,0.415,0.427,0.38,0.318,0.0,0.0
176,202710.0,32.300000000000004,18.8,10.6,0.8,0.79,0.65,0.533,0.35,0.342,0.385,0.386,0.366,0.278,0.0,0.0
177,201950.0,28.599999999999998,21.5,9.5,1.2,0.66,0.709,0.618,0.447,0.473,0.459,0.367,0.345,0.143,0.0,0.0
178,202689.0,16.7,13.700000000000001,9.8,0.8,0.79,0.417,0.498,0.364,0.372,0.38,0.368,0.349,0.478,0.0,0.0
179,201567.0,13.900000000000002,18.8,3.2,0.9,1.22,0.695,0.638,0.364,0.438,0.448,0.45,0.373,0.269,0.333,0.222
180,1628374.0,14.099999999999998,18.3,10.299999999999999,1.0,0.94,0.497,0.549,0.477,0.375,0.488,0.329,0.318,0.25,0.0,0.0
181,1629022.0,21.6,10.8,4.6,0.0,0.0,0.76,0.627,0.395,0.338,0.373,0.345,0.338,0.304,0.333,0.2
182,202694.0,15.9,16.8,8.0,0.5,0.73,0.679,0.58,0.409,0.381,0.4,0.378,0.34,0.188,0.4,0.083
183,203521.0,16.3,3.2,6.0,0.0,0.0,0.57,0.584,0.349,0.432,0.418,0.358,0.329,0.25,0.0,0.0
184,203457.0,29.599999999999998,63.6,7.3999999999999995,1.1,0.73,0.589,0.616,0.374,0.379,0.379,0.327,0.319,0.273,1.0,0.0
185,1629639.0,15.299999999999999,6.800000000000001,7.5,0.2,1.18,0.792,0.62,0.432,0.383,0.443,0.42,0.355,0.333,0.0,0.0
